5.1999999999999997e-05,-1.7000000000000000e-05,1.0302039999999999e+00,-1.0210000000000000e-03,-3.3119999999999998e-03,-1.6451000000000000e-02,9.9985900000000005e-01,2.3568300000000000e-01,4.7479999999999996e-03,1.2813600000000000e-01,1.9195100000000001e-01,-2.9585400000000001e-01,-3.0222100000000002e-01,6.0899999999999995e-04,6.7997000000000002e-02,2.3760300000000001e-01,-2.6296500000000000e-01,-1.4900000000000000e-03,-4.9709999999999997e-03,1.7650120000000000e+00,2.4224300000000001e-01,1.3574459999999999e+00,-1.0014800000000000e-01,-1.6004350000000001e+00,-2.9581700000000000e-01,1.2638010000000000e+00
1.8300000000000000e-04,-6.2000000000000003e-05,1.0280879999999999e+00,-1.0260000000000000e-03,-4.4949999999999999e-03,-1.5318999999999999e-02,9.9987199999999998e-01,2.6002900000000001e-01,8.5229999999999993e-03,1.3672500000000001e-01,1.8021400000000001e-01,-3.1584499999999999e-01,-3.3990999999999999e-01,-5.2040000000000003e-03,7.5152999999999998e-02,2.2656200000000001e-01,-2.7964200000000000e-01,-3.5750000000000001e-03,7.0770000000000000e-02,1.7303440000000001e+00,4.7072300000000000e-01,1.2752390000000000e+00,-4.9417999999999997e-02,-1.5335960000000000e+00,-5.5926600000000004e-01,1.1406570000000000e+00
-1.4700000000000000e-04,-2.7200000000000000e-04,1.0272509999999999e+00,-9.8999999999999999e-04,-4.7640000000000000e-03,-1.4182999999999999e-02,9.9988800000000000e-01,2.6307399999999997e-01,9.6810000000000004e-03,1.3787900000000000e-01,1.7931100000000000e-01,-3.2057400000000003e-01,-3.4921999999999997e-01,-6.6740000000000002e-03,7.6561000000000004e-02,2.2509399999999999e-01,-2.8315600000000002e-01,-5.5440000000000003e-03,1.5042700000000001e-01,1.6831490000000000e+00,6.8362000000000001e-01,1.1942649999999999e+00,2.0100000000000001e-03,-1.4718770000000001e+00,-7.4964600000000003e-01,1.0435909999999999e+00
-6.1899999999999998e-04,-5.0199999999999995e-04,1.0269889999999999e+00,-9.3700000000000001e-04,-4.9449999999999997e-03,-1.3335000000000000e-02,9.9989799999999995e-01,2.6202300000000001e-01,9.9930000000000001e-03,1.3786599999999999e-01,1.7960100000000001e-01,-3.2157900000000000e-01,-3.5199100000000000e-01,-6.9319999999999998e-03,7.6775999999999997e-02,2.2513000000000000e-01,-2.8406999999999999e-01,-7.1329999999999996e-03,2.1254799999999999e-01,1.6372840000000000e+00,8.4605900000000001e-01,1.1198360000000001e+00,3.5944999999999998e-02,-1.4305870000000001e+00,-8.5885199999999995e-01,9.7843700000000000e-01
-1.1119999999999999e-03,-7.5400000000000000e-04,1.0269189999999999e+00,-9.0799999999999995e-04,-5.1190000000000003e-03,-1.2688000000000000e-02,9.9990599999999996e-01,2.6063500000000001e-01,1.0196000000000000e-02,1.3762600000000000e-01,1.7988999999999999e-01,-3.2178200000000001e-01,-3.5330400000000001e-01,-6.7819999999999998e-03,7.6835000000000001e-02,2.2521200000000000e-01,-2.8447600000000001e-01,-8.3610000000000004e-03,2.5102999999999998e-01,1.6037680000000001e+00,9.4577699999999998e-01,1.0649420000000001e+00,5.5240999999999998e-02,-1.4079670000000000e+00,-9.1349899999999995e-01,9.4105399999999995e-01
-1.6180000000000001e-03,-1.0369999999999999e-03,1.0269090000000001e+00,-9.2699999999999998e-04,-5.2909999999999997e-03,-1.2182000000000000e-02,9.9991099999999999e-01,2.5949899999999998e-01,1.0510000000000000e-02,1.3727900000000001e-01,1.8008299999999999e-01,-3.2177600000000001e-01,-3.5423600000000000e-01,-6.3990000000000002e-03,7.6982999999999996e-02,2.2506699999999999e-01,-2.8471299999999999e-01,-9.3439999999999999e-03,2.7120699999999998e-01,1.5833379999999999e+00,9.9795900000000004e-01,1.0309900000000001e+00,6.5430000000000002e-02,-1.3968290000000001e+00,-9.3889400000000001e-01,9.2151799999999995e-01
-2.1389999999999998e-03,-1.3480000000000000e-03,1.0269200000000001e+00,-1.0160000000000000e-03,-5.4260000000000003e-03,-1.1707000000000000e-02,9.9991600000000003e-01,2.5862299999999999e-01,1.0992000000000000e-02,1.3692199999999999e-01,1.7987300000000001e-01,-3.2158599999999998e-01,-3.5520400000000002e-01,-5.8019999999999999e-03,7.7266000000000001e-02,2.2457800000000000e-01,-2.8483399999999998e-01,-1.0173000000000000e-02,2.7990700000000002e-01,1.5717660000000000e+00,1.0221579999999999e+00,1.0118659999999999e+00,7.0524000000000003e-02,-1.3916720000000000e+00,-9.5008099999999995e-01,9.1173700000000002e-01
-2.6790000000000000e-03,-1.6739999999999999e-03,1.0269239999999999e+00,-1.1670000000000001e-03,-5.5979999999999997e-03,-1.1354000000000000e-02,9.9991900000000000e-01,2.5799100000000003e-01,1.1631000000000001e-02,1.3670599999999999e-01,1.7947600000000000e-01,-3.2145299999999999e-01,-3.5610199999999997e-01,-5.0850000000000001e-03,7.7654000000000001e-02,2.2400900000000001e-01,-2.8495799999999999e-01,-1.0859000000000001e-02,2.8255700000000000e-01,1.5652699999999999e+00,1.0319149999999999e+00,1.0017849999999999e+00,7.2694999999999996e-02,-1.3894029999999999e+00,-9.5447599999999999e-01,9.0680799999999995e-01
-3.2360000000000002e-03,-2.0079999999999998e-03,1.0269029999999999e+00,-1.3820000000000000e-03,-5.8139999999999997e-03,-1.1179000000000000e-02,9.9992000000000003e-01,2.5763700000000000e-01,1.2416000000000000e-02,1.3668800000000000e-01,1.7893899999999999e-01,-3.2156800000000002e-01,-3.5677999999999999e-01,-4.2630000000000003e-03,7.8063999999999995e-02,2.2353100000000001e-01,-2.8520699999999999e-01,-1.1344999999999999e-02,2.8250700000000001e-01,1.5616300000000001e+00,1.0347010000000001e+00,9.9683299999999997e-01,7.3271000000000003e-02,-1.3885190000000001e+00,-9.5555599999999996e-01,9.0421799999999997e-01
-3.8089999999999999e-03,-2.3620000000000000e-03,1.0268450000000000e+00,-1.6590000000000001e-03,-6.0809999999999996e-03,-1.1209999999999999e-02,9.9991699999999994e-01,2.5764500000000001e-01,1.3386000000000000e-02,1.3682000000000000e-01,1.7840200000000001e-01,-3.2212000000000002e-01,-3.5714899999999999e-01,-3.3070000000000000e-03,7.8572000000000003e-02,2.2308400000000000e-01,-2.8568700000000002e-01,-1.1627999999999999e-02,2.8161799999999998e-01,1.5597630000000000e+00,1.0342350000000000e+00,9.9477700000000002e-01,7.2781999999999999e-02,-1.3882369999999999e+00,-9.5515200000000000e-01,9.0263499999999997e-01
